t dvol s11 s22 s12
3.330000e-01 -3.262809e-01 2.565988e-03 -2.565988e-03 2.301347e+00
3.340000e-01 -3.260109e-01 2.582924e-03 -2.582924e-03 2.301331e+00
3.350000e-01 -3.257390e-01 2.599707e-03 -2.599707e-03 2.301314e+00
3.360000e-01 -3.254652e-01 2.616337e-03 -2.616337e-03 2.301295e+00
3.370000e-01 -3.251894e-01 2.632816e-03 -2.632816e-03 2.301274e+00
3.380000e-01 -3.249116e-01 2.649142e-03 -2.649142e-03 2.301252e+00
3.390000e-01 -3.246320e-01 2.665318e-03 -2.665318e-03 2.301228e+00
3.400000e-01 -3.243504e-01 2.681343e-03 -2.681343e-03 2.301202e+00
3.410000e-01 -3.240669e-01 2.697218e-03 -2.697218e-03 2.301175e+00
3.420000e-01 -3.237814e-01 2.712943e-03 -2.712943e-03 2.301146e+00
3.430000e-01 -3.234940e-01 2.728519e-03 -2.728519e-03 2.301115e+00
3.440000e-01 -3.232047e-01 2.743946e-03 -2.743946e-03 2.301083e+00
3.450000e-01 -3.229134e-01 2.759225e-03 -2.759225e-03 2.301049e+00
3.460000e-01 -3.226202e-01 2.774357e-03 -2.774357e-03 2.301012e+00
3.470000e-01 -3.223251e-01 2.789342e-03 -2.789342e-03 2.300974e+00
3.480000e-01 -3.220281e-01 2.804180e-03 -2.804180e-03 2.300934e+00
3.490000e-01 -3.217291e-01 2.818873e-03 -2.818873e-03 2.300892e+00
3.500000e-01 -3.214282e-01 2.833420e-03 -2.833420e-03 2.300849e+00
3.510000e-01 -3.211253e-01 2.847823e-03 -2.847823e-03 2.300803e+00
3.520000e-01 -3.208205e-01 2.862082e-03 -2.862082e-03 2.300755e+00
3.530000e-01 -3.205138e-01 2.876197e-03 -2.876197e-03 2.300705e+00
3.540000e-01 -3.202051e-01 2.890170e-03 -2.890170e-03 2.300654e+00
3.550000e-01 -3.198945e-01 2.904001e-03 -2.904001e-03 2.300600e+00
3.560000e-01 -3.195819e-01 2.917691e-03 -2.917691e-03 2.300544e+00
3.570000e-01 -3.192674e-01 2.931240e-03 -2.931240e-03 2.300486e+00
3.580000e-01 -3.189509e-01 2.944649e-03 -2.944649e-03 2.300426e+00
3.590000e-01 -3.186325e-01 2.957918e-03 -2.957918e-03 2.300363e+00
3.600000e-01 -3.183121e-01 2.971049e-03 -2.971049e-03 2.300299e+00
3.610000e-01 -3.179898e-01 2.984043e-03 -2.984043e-03 2.300233e+00
3.620000e-01 -3.176655e-01 2.996898e-03 -2.996898e-03 2.300164e+00
3.630000e-01 -3.173393e-01 3.009618e-03 -3.009618e-03 2.300093e+00
3.640000e-01 -3.170110e-01 3.022201e-03 -3.022201e-03 2.300020e+00
3.650000e-01 -3.166809e-01 3.034649e-03 -3.034649e-03 2.299944e+00
3.660000e-01 -3.163487e-01 3.046963e-03 -3.046963e-03 2.299866e+00
3.670000e-01 -3.160146e-01 3.059142e-03 -3.059142e-03 2.299786e+00
3.680000e-01 -3.156784e-01 3.071189e-03 -3.071189e-03 2.299704e+00
3.690000e-01 -3.153403e-01 3.083103e-03 -3.083103e-03 2.299619e+00
3.700000e-01 -3.150002e-01 3.094885e-03 -3.094885e-03 2.299532e+00
3.710000e-01 -3.146582e-01 3.106537e-03 -3.106537e-03 2.299443e+00
3.720000e-01 -3.143141e-01 3.118057e-03 -3.118057e-03 2.299351e+00
3.730000e-01 -3.139680e-01 3.129448e-03 -3.129448e-03 2.299257e+00
3.740000e-01 -3.136198e-01 3.140710e-03 -3.140710e-03 2.299161e+00
3.750000e-01 -3.132697e-01 3.151844e-03 -3.151844e-03 2.299062e+00
3.760000e-01 -3.129175e-01 3.162849e-03 -3.162849e-03 2.298961e+00
3.770000e-01 -3.125634e-01 3.173728e-03 -3.173728e-03 2.298857e+00
3.780000e-01 -3.122071e-01 3.184480e-03 -3.184480e-03 2.298750e+00
3.790000e-01 -3.118489e-01 3.195106e-03 -3.195106e-03 2.298642e+00
3.800000e-01 -3.114885e-01 3.205606e-03 -3.205606e-03 2.298531e+00
3.810000e-01 -3.111262e-01 3.215982e-03 -3.215982e-03 2.298417e+00
3.820000e-01 -3.107617e-01 3.226234e-03 -3.226234e-03 2.298301e+00
3.830000e-01 -3.103952e-01 3.236363e-03 -3.236363e-03 2.298182e+00
3.840000e-01 -3.100266e-01 3.246369e-03 -3.246369e-03 2.298061e+00
3.850000e-01 -3.096559e-01 3.256252e-03 -3.256252e-03 2.297937e+00
3.860000e-01 -3.092831e-01 3.266014e-03 -3.266014e-03 2.297810e+00
3.870000e-01 -3.089081e-01 3.275654e-03 -3.275654e-03 2.297681e+00
3.880000e-01 -3.085311e-01 3.285174e-03 -3.285174e-03 2.297550e+00
3.890000e-01 -3.081520e-01 3.294574e-03 -3.294574e-03 2.297416e+00
3.900000e-01 -3.077707e-01 3.303854e-03 -3.303854e-03 2.297279e+00
3.910000e-01 -3.073872e-01 3.313015e-03 -3.313015e-03 2.297140e+00
3.920000e-01 -3.070016e-01 3.322058e-03 -3.322058e-03 2.296998e+00
3.930000e-01 -3.066138e-01 3.330982e-03 -3.330982e-03 2.296854e+00
3.940000e-01 -3.062238e-01 3.339789e-03 -3.339789e-03 2.296706e+00
3.950000e-01 -3.058317e-01 3.348479e-03 -3.348479e-03 2.296557e+00
3.960000e-01 -3.054373e-01 3.357052e-03 -3.357052e-03 2.296404e+00
3.970000e-01 -3.050407e-01 3.365508e-03 -3.365508e-03 2.296249e+00
3.980000e-01 -3.046419e-01 3.373849e-03 -3.373849e-03 2.296092e+00
3.990000e-01 -3.042408e-01 3.382074e-03 -3.382074e-03 2.295931e+00
4.000000e-01 -3.038375e-01 3.390184e-03 -3.390184e-03 2.295769e+00
4.010000e-01 -3.034319e-01 3.398179e-03 -3.398179e-03 2.295603e+00
4.020000e-01 -3.030241e-01 3.406060e-03 -3.406060e-03 2.295435e+00
4.030000e-01 -3.026139e-01 3.413827e-03 -3.413827e-03 2.295264e+00
4.040000e-01 -3.022014e-01 3.421480e-03 -3.421480e-03 2.295090e+00
4.050000e-01 -3.017866e-01 3.429019e-03 -3.429019e-03 2.294914e+00
4.060000e-01 -3.013695e-01 3.436446e-03 -3.436446e-03 2.294735e+00
4.070000e-01 -3.009499e-01 3.443759e-03 -3.443759e-03 2.294554e+00
4.080000e-01 -3.005281e-01 3.450960e-03 -3.450960e-03 2.294370e+00
4.090000e-01 -3.001038e-01 3.458048e-03 -3.458048e-03 2.294183e+00
4.100000e-01 -2.996771e-01 3.465025e-03 -3.465025e-03 2.293993e+00
4.110000e-01 -2.992480e-01 3.471889e-03 -3.471889e-03 2.293801e+00
4.120000e-01 -2.988165e-01 3.478641e-03 -3.478641e-03 2.293607e+00
4.130000e-01 -2.983825e-01 3.485282e-03 -3.485282e-03 2.293409e+00
4.140000e-01 -2.979460e-01 3.491811e-03 -3.491811e-03 2.293209e+00
4.150000e-01 -2.975070e-01 3.498229e-03 -3.498229e-03 2.293006e+00
4.160000e-01 -2.970656e-01 3.504535e-03 -3.504535e-03 2.292801e+00
4.170000e-01 -2.966216e-01 3.510731e-03 -3.510731e-03 2.292593e+00
4.180000e-01 -2.961750e-01 3.516815e-03 -3.516815e-03 2.292382e+00
4.190000e-01 -2.957259e-01 3.522788e-03 -3.522788e-03 2.292169e+00
4.200000e-01 -2.952742e-01 3.528650e-03 -3.528650e-03 2.291953e+00
4.210000e-01 -2.948198e-01 3.534401e-03 -3.534401e-03 2.291735e+00
4.220000e-01 -2.943629e-01 3.540041e-03 -3.540041e-03 2.291514e+00
4.230000e-01 -2.939033e-01 3.545570e-03 -3.545570e-03 2.291290e+00
4.240000e-01 -2.934410e-01 3.550988e-03 -3.550988e-03 2.291064e+00
4.250000e-01 -2.929761e-01 3.556295e-03 -3.556295e-03 2.290835e+00
4.260000e-01 -2.925084e-01 3.561491e-03 -3.561491e-03 2.290604e+00
4.270000e-01 -2.920380e-01 3.566575e-03 -3.566575e-03 2.290370e+00
4.280000e-01 -2.915648e-01 3.571548e-03 -3.571548e-03 2.290133e+00
4.290000e-01 -2.910888e-01 3.576409e-03 -3.576409e-03 2.289894e+00
4.300000e-01 -2.906101e-01 3.581158e-03 -3.581158e-03 2.289652e+00
4.310000e-01 -2.901285e-01 3.585796e-03 -3.585796e-03 2.289408e+00
4.320000e-01 -2.896440e-01 3.590321e-03 -3.590321e-03 2.289162e+00
4.330000e-01 -2.891567e-01 3.594734e-03 -3.594734e-03 2.288912e+00
4.340000e-01 -2.886665e-01 3.599034e-03 -3.599034e-03 2.288661e+00
4.350000e-01 -2.881733e-01 3.603222e-03 -3.603222e-03 2.288407e+00
4.360000e-01 -2.876772e-01 3.607296e-03 -3.607296e-03 2.288150e+00
4.370000e-01 -2.871782e-01 3.611257e-03 -3.611257e-03 2.287891e+00
4.380000e-01 -2.866761e-01 3.615104e-03 -3.615104e-03 2.287630e+00
4.390000e-01 -2.861710e-01 3.618837e-03 -3.618837e-03 2.287366e+00
4.400000e-01 -2.856628e-01 3.622455e-03 -3.622455e-03 2.287100e+00
4.410000e-01 -2.851516e-01 3.625959e-03 -3.625959e-03 2.286831e+00
4.420000e-01 -2.846372e-01 3.629347e-03 -3.629347e-03 2.286560e+00
4.430000e-01 -2.841197e-01 3.632619e-03 -3.632619e-03 2.286287e+00
4.440000e-01 -2.835990e-01 3.635776e-03 -3.635776e-03 2.286011e+00
4.450000e-01 -2.830751e-01 3.638815e-03 -3.638815e-03 2.285733e+00
4.460000e-01 -2.825481e-01 3.641738e-03 -3.641738e-03 2.285453e+00
4.470000e-01 -2.820177e-01 3.644542e-03 -3.644542e-03 2.285170e+00
4.480000e-01 -2.814841e-01 3.647229e-03 -3.647229e-03 2.284885e+00
4.490000e-01 -2.809472e-01 3.649797e-03 -3.649797e-03 2.284598e+00
4.500000e-01 -2.804069e-01 3.652246e-03 -3.652246e-03 2.284309e+00
4.510000e-01 -2.798632e-01 3.654574e-03 -3.654574e-03 2.284017e+00
4.520000e-01 -2.793162e-01 3.656782e-03 -3.656782e-03 2.283724e+00
4.530000e-01 -2.787657e-01 3.658869e-03 -3.658869e-03 2.283428e+00
4.540000e-01 -2.782117e-01 3.660835e-03 -3.660835e-03 2.283130e+00
4.550000e-01 -2.776543e-01 3.662677e-03 -3.662677e-03 2.282830e+00
4.560000e-01 -2.770933e-01 3.664397e-03 -3.664397e-03 2.282527e+00
4.570000e-01 -2.765287e-01 3.665992e-03 -3.665992e-03 2.282223e+00
4.580000e-01 -2.759606e-01 3.667463e-03 -3.667463e-03 2.281917e+00
4.590000e-01 -2.753888e-01 3.668809e-03 -3.668809e-03 2.281609e+00
4.600000e-01 -2.749808e-01 3.231085e-03 -3.231085e-03 2.274946e+00
4.610000e-01 -2.746126e-01 3.234307e-03 -3.234307e-03 2.274516e+00
4.620000e-01 -2.742012e-01 3.236530e-03 -3.236530e-03 2.274115e+00
4.630000e-01 -2.737555e-01 3.237885e-03 -3.237885e-03 2.273731e+00
4.640000e-01 -2.732821e-01 3.238489e-03 -3.238489e-03 2.273359e+00
4.650000e-01 -2.727860e-01 3.238445e-03 -3.238445e-03 2.272993e+00
4.660000e-01 -2.722711e-01 3.237838e-03 -3.237838e-03 2.272630e+00
4.670000e-01 -2.717404e-01 3.236739e-03 -3.236739e-03 2.272268e+00
4.680000e-01 -2.711962e-01 3.235209e-03 -3.235209e-03 2.271907e+00
4.690000e-01 -2.706403e-01 3.233296e-03 -3.233296e-03 2.271544e+00
4.700000e-01 -2.700740e-01 3.231042e-03 -3.231042e-03 2.271179e+00
4.710000e-01 -2.694987e-01 3.228479e-03 -3.228479e-03 2.270813e+00
4.720000e-01 -2.689151e-01 3.225635e-03 -3.225635e-03 2.270444e+00
4.730000e-01 -2.683240e-01 3.222534e-03 -3.222534e-03 2.270073e+00
4.740000e-01 -2.677259e-01 3.219195e-03 -3.219195e-03 2.269699e+00
4.750000e-01 -2.671215e-01 3.215635e-03 -3.215635e-03 2.269323e+00
4.760000e-01 -2.665109e-01 3.211866e-03 -3.211866e-03 2.268944e+00
4.770000e-01 -2.658945e-01 3.207902e-03 -3.207902e-03 2.268563e+00
4.780000e-01 -2.652726e-01 3.203752e-03 -3.203752e-03 2.268180e+00
4.790000e-01 -2.646454e-01 3.199425e-03 -3.199425e-03 2.267795e+00
4.800000e-01 -2.640130e-01 3.194927e-03 -3.194927e-03 2.267408e+00
4.810000e-01 -2.633755e-01 3.190267e-03 -3.190267e-03 2.267019e+00
4.820000e-01 -2.627331e-01 3.185449e-03 -3.185449e-03 2.266628e+00
4.830000e-01 -2.620858e-01 3.180477e-03 -3.180477e-03 2.266236e+00
4.840000e-01 -2.614336e-01 3.175357e-03 -3.175357e-03 2.265842e+00
4.850000e-01 -2.607767e-01 3.170092e-03 -3.170092e-03 2.265446e+00
4.860000e-01 -2.601150e-01 3.164685e-03 -3.164685e-03 2.265049e+00
4.870000e-01 -2.594486e-01 3.159138e-03 -3.159138e-03 2.264651e+00
4.880000e-01 -2.587774e-01 3.153455e-03 -3.153455e-03 2.264252e+00
4.890000e-01 -2.581015e-01 3.147636e-03 -3.147636e-03 2.263851e+00
4.900000e-01 -2.574208e-01 3.141685e-03 -3.141685e-03 2.263449e+00
4.910000e-01 -2.567355e-01 3.135601e-03 -3.135601e-03 2.263047e+00
4.920000e-01 -2.560453e-01 3.129387e-03 -3.129387e-03 2.262643e+00
4.930000e-01 -2.553504e-01 3.123043e-03 -3.123043e-03 2.262238e+00
4.940000e-01 -2.546506e-01 3.116570e-03 -3.116570e-03 2.261833e+00
4.950000e-01 -2.539461e-01 3.109968e-03 -3.109968e-03 2.261427e+00
4.960000e-01 -2.532366e-01 3.103239e-03 -3.103239e-03 2.261020e+00
4.970000e-01 -2.525223e-01 3.096383e-03 -3.096383e-03 2.260613e+00
4.980000e-01 -2.518031e-01 3.089399e-03 -3.089399e-03 2.260205e+00
4.990000e-01 -2.510789e-01 3.082288e-03 -3.082288e-03 2.259797e+00
5.000000e-01 -2.503497e-01 3.075050e-03 -3.075050e-03 2.259388e+00
5.010000e-01 -2.496155e-01 3.067685e-03 -3.067685e-03 2.258979e+00
5.020000e-01 -2.488762e-01 3.060192e-03 -3.060192e-03 2.258569e+00
5.030000e-01 -2.481318e-01 3.052573e-03 -3.052573e-03 2.258159e+00
5.040000e-01 -2.473823e-01 3.044825e-03 -3.044825e-03 2.257749e+00
5.050000e-01 -2.466275e-01 3.036949e-03 -3.036949e-03 2.257340e+00
5.060000e-01 -2.458676e-01 3.028945e-03 -3.028945e-03 2.256929e+00
5.070000e-01 -2.451023e-01 3.020813e-03 -3.020813e-03 2.256519e+00
5.080000e-01 -2.443318e-01 3.012551e-03 -3.012551e-03 2.256109e+00
5.090000e-01 -2.435558e-01 3.004160e-03 -3.004160e-03 2.255700e+00
5.100000e-01 -2.427745e-01 2.995638e-03 -2.995638e-03 2.255290e+00
5.110000e-01 -2.419877e-01 2.986986e-03 -2.986986e-03 2.254881e+00
5.120000e-01 -2.411954e-01 2.978203e-03 -2.978203e-03 2.254471e+00
5.130000e-01 -2.403976e-01 2.969289e-03 -2.969289e-03 2.254063e+00
5.140000e-01 -2.395941e-01 2.960242e-03 -2.960242e-03 2.253655e+00
5.150000e-01 -2.387850e-01 2.951063e-03 -2.951063e-03 2.253247e+00
5.160000e-01 -2.379702e-01 2.941751e-03 -2.941751e-03 2.252840e+00
5.170000e-01 -2.371497e-01 2.932305e-03 -2.932305e-03 2.252433e+00
5.180000e-01 -2.363234e-01 2.922725e-03 -2.922725e-03 2.252027e+00
5.190000e-01 -2.354912e-01 2.913010e-03 -2.913010e-03 2.251622e+00
5.200000e-01 -2.346531e-01 2.903159e-03 -2.903159e-03 2.251218e+00
5.210000e-01 -2.338091e-01 2.893173e-03 -2.893173e-03 2.250815e+00
5.220000e-01 -2.329591e-01 2.883050e-03 -2.883050e-03 2.250413e+00
5.230000e-01 -2.321030e-01 2.872790e-03 -2.872790e-03 2.250012e+00
5.240000e-01 -2.312408e-01 2.862393e-03 -2.862393e-03 2.249612e+00
5.250000e-01 -2.303725e-01 2.851858e-03 -2.851858e-03 2.249213e+00
5.260000e-01 -2.294980e-01 2.841184e-03 -2.841184e-03 2.248816e+00
5.270000e-01 -2.286172e-01 2.830371e-03 -2.830371e-03 2.248419e+00
5.280000e-01 -2.277301e-01 2.819418e-03 -2.819418e-03 2.248025e+00
5.290000e-01 -2.268366e-01 2.808325e-03 -2.808325e-03 2.247632e+00
5.300000e-01 -2.259367e-01 2.797092e-03 -2.797092e-03 2.247240e+00
5.310000e-01 -2.250304e-01 2.785717e-03 -2.785717e-03 2.246850e+00
5.320000e-01 -2.241175e-01 2.774201e-03 -2.774201e-03 2.246462e+00
5.330000e-01 -2.231980e-01 2.762543e-03 -2.762543e-03 2.246076e+00
5.340000e-01 -2.222719e-01 2.750743e-03 -2.750743e-03 2.245691e+00
5.350000e-01 -2.213390e-01 2.738800e-03 -2.738800e-03 2.245309e+00
5.360000e-01 -2.203994e-01 2.726713e-03 -2.726713e-03 2.244929e+00
5.370000e-01 -2.194530e-01 2.714483e-03 -2.714483e-03 2.244550e+00
5.380000e-01 -2.184998e-01 2.702108e-03 -2.702108e-03 2.244175e+00
5.390000e-01 -2.175396e-01 2.689590e-03 -2.689590e-03 2.243801e+00
5.400000e-01 -2.165724e-01 2.676926e-03 -2.676926e-03 2.243430e+00
5.410000e-01 -2.155981e-01 2.664117e-03 -2.664117e-03 2.243061e+00
5.420000e-01 -2.146168e-01 2.651163e-03 -2.651163e-03 2.242695e+00
5.430000e-01 -2.136283e-01 2.638062e-03 -2.638062e-03 2.242331e+00
5.440000e-01 -2.126326e-01 2.624816e-03 -2.624816e-03 2.241971e+00
5.450000e-01 -2.116296e-01 2.611423e-03 -2.611423e-03 2.241613e+00
5.460000e-01 -2.106193e-01 2.597884e-03 -2.597884e-03 2.241258e+00
5.470000e-01 -2.096016e-01 2.584197e-03 -2.584197e-03 2.240906e+00
5.480000e-01 -2.085764e-01 2.570363e-03 -2.570363e-03 2.240557e+00
5.490000e-01 -2.075438e-01 2.556382e-03 -2.556382e-03 2.240211e+00
5.500000e-01 -2.065035e-01 2.542253e-03 -2.542253e-03 2.239869e+00
5.510000e-01 -2.054557e-01 2.527976e-03 -2.527976e-03 2.239530e+00
5.520000e-01 -2.044001e-01 2.513550e-03 -2.513550e-03 2.239194e+00
5.530000e-01 -2.033368e-01 2.498976e-03 -2.498976e-03 2.238862e+00
5.540000e-01 -2.022657e-01 2.484254e-03 -2.484254e-03 2.238533e+00
5.550000e-01 -2.011867e-01 2.469383e-03 -2.469383e-03 2.238208e+00
5.560000e-01 -2.000998e-01 2.454362e-03 -2.454362e-03 2.237887e+00
5.570000e-01 -1.990049e-01 2.439193e-03 -2.439193e-03 2.237570e+00
5.580000e-01 -1.979020e-01 2.423874e-03 -2.423874e-03 2.237257e+00
5.590000e-01 -1.967910e-01 2.408405e-03 -2.408405e-03 2.236947e+00
